C0-56-27-1B-F3-F4,C0-56-27-1B-9D-C5,C0-56-27-18-69-64,C0-56-27-18-69-66,C0-56-27-1B-F3-F5,C0-56-27-1B-9D-C6,D8-84-66-13-10-00,C0-56-27-18-69-65,loc
-41.0,-47.0,-45.0,-43.0,-48.0,-62.0,-55.0,-53.0,1
-41.0,-50.0,-45.0,-45.0,-48.0,-62.0,-55.0,-53.0,1
-42.0,-47.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-41.0,-47.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,,-43.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-41.0,-48.0,-43.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-41.0,-48.0,-45.0,-45.0,-48.0,,-55.0,-53.0,1
-42.0,-47.0,-43.0,-42.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-45.0,-48.0,-61.0,-55.0,-53.0,1
,-48.0,-44.0,-44.0,-48.0,-61.0,-55.0,-52.0,1
-42.0,-48.0,-43.0,-43.0,-48.0,-61.0,-56.0,-53.0,1
-42.0,-48.0,-45.0,-42.0,-48.0,-61.0,-55.0,-52.0,1
,,-42.0,-45.0,,,,,1
-42.0,-48.0,-43.0,-45.0,-48.0,-61.0,-55.0,-52.0,1
-42.0,-47.0,-44.0,-44.0,-48.0,-61.0,-55.0,-52.0,1
-41.0,-48.0,-43.0,-44.0,-48.0,-61.0,-55.0,-52.0,1
-42.0,-48.0,-43.0,-42.0,-48.0,-61.0,-55.0,-52.0,1
-42.0,-47.0,-43.0,-43.0,-48.0,-62.0,-55.0,,1
-42.0,-47.0,-42.0,-44.0,-48.0,-61.0,-55.0,-52.0,1
,-48.0,-42.0,-45.0,-48.0,-61.0,-55.0,-52.0,1
-41.0,-48.0,-42.0,-45.0,-48.0,-61.0,,-53.0,1
-42.0,,-46.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-41.0,-47.0,-43.0,-46.0,-48.0,-62.0,-55.0,-53.0,1
-43.0,-47.0,-42.0,-44.0,-49.0,-61.0,-55.0,-52.0,1
-41.0,,-42.0,-46.0,-49.0,-61.0,-55.0,-53.0,1
-41.0,-47.0,-45.0,,-48.0,-61.0,-56.0,-53.0,1
-41.0,-48.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-44.0,-42.0,-48.0,-62.0,-55.0,-53.0,1
-41.0,-47.0,-43.0,-45.0,-48.0,-61.0,-56.0,-52.0,1
-41.0,-48.0,-42.0,,-48.0,-61.0,-55.0,-53.0,1
-41.0,-50.0,-42.0,-42.0,-49.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-42.0,-48.0,-61.0,-55.0,-53.0,1
-41.0,-48.0,-45.0,-43.0,-48.0,-62.0,-55.0,-53.0,1
-41.0,-47.0,-44.0,-43.0,-48.0,-62.0,-55.0,-53.0,1
-42.0,-48.0,-44.0,-45.0,-48.0,-61.0,-56.0,-53.0,1
-42.0,-48.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-48.0,-48.0,-43.0,-45.0,-49.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-42.0,,-62.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-42.0,-44.0,-48.0,-62.0,-55.0,-52.0,1
-42.0,-48.0,-46.0,-44.0,-48.0,-61.0,-55.0,-52.0,1
-42.0,-48.0,-43.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-42.0,-45.0,-48.0,-61.0,-56.0,-53.0,1
-42.0,-48.0,-42.0,-42.0,-48.0,-61.0,-55.0,-53.0,1
-41.0,-49.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-41.0,-49.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-42.0,,-48.0,-61.0,-56.0,-53.0,1
-42.0,-49.0,-43.0,,-48.0,-61.0,-55.0,-52.0,1
-42.0,-49.0,-43.0,-43.0,-48.0,-61.0,-56.0,-52.0,1
,-48.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-45.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-44.0,-48.0,-61.0,-55.0,-52.0,1
-42.0,-49.0,-44.0,-44.0,-48.0,-61.0,-56.0,-53.0,1
-42.0,-49.0,-43.0,-44.0,-48.0,-61.0,-56.0,-53.0,1
-42.0,-49.0,-43.0,,-48.0,-61.0,-59.0,-53.0,1
-41.0,-48.0,-44.0,,-48.0,-61.0,-56.0,-52.0,1
-48.0,-49.0,-43.0,-44.0,-48.0,-61.0,-56.0,-53.0,1
-42.0,,-43.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-43.0,-49.0,-43.0,-46.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-41.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-41.0,-48.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-48.0,-48.0,-43.0,-45.0,-47.0,-61.0,-55.0,-53.0,1
-47.0,,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
,-49.0,-44.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-41.0,,-43.0,-43.0,-48.0,-61.0,-56.0,-53.0,1
-42.0,-48.0,-44.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-43.0,-44.0,-47.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-43.0,-45.0,-48.0,-60.0,-55.0,-53.0,1
-42.0,-48.0,-44.0,-45.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-43.0,-48.0,-61.0,-55.0,-52.0,1
-42.0,-48.0,-43.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-43.0,-45.0,-48.0,-60.0,-55.0,-60.0,1
-42.0,-50.0,-43.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-44.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,,-43.0,-44.0,-47.0,-61.0,-55.0,-53.0,1
,-48.0,-44.0,-43.0,-48.0,-60.0,-55.0,-53.0,1
-42.0,-49.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,,-43.0,-45.0,-48.0,-61.0,-55.0,-53.0,1
-41.0,-49.0,-43.0,-42.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-42.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
,-49.0,-44.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,,-43.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-43.0,-44.0,-48.0,-61.0,-55.0,-51.0,1
-42.0,-48.0,-43.0,-43.0,-47.0,-61.0,-55.0,-53.0,1
-42.0,,-45.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-43.0,-45.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-45.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-42.0,,-48.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-45.0,-45.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-43.0,,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-46.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-43.0,-48.0,-61.0,,-53.0,1
-42.0,-48.0,-44.0,-43.0,-47.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-44.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-45.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-42.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-50.0,-42.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-43.0,-43.0,-48.0,-62.0,-56.0,-53.0,1
-42.0,-48.0,-43.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,,-43.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-41.0,-47.0,-43.0,-44.0,-48.0,-60.0,-55.0,-53.0,1
-41.0,-48.0,-43.0,-45.0,-47.0,-60.0,-56.0,-52.0,1
-46.0,-48.0,-42.0,-43.0,-48.0,-62.0,-56.0,-53.0,1
-41.0,-47.0,-42.0,-45.0,-49.0,-59.0,-56.0,-54.0,1
-40.0,-47.0,-42.0,-43.0,-48.0,-58.0,-56.0,-52.0,1
-40.0,-47.0,-43.0,-46.0,-49.0,-56.0,-56.0,-52.0,1
-40.0,-51.0,-42.0,-44.0,-49.0,-61.0,-56.0,-51.0,1
-41.0,-48.0,-46.0,,-48.0,-62.0,-56.0,-53.0,1
-43.0,-47.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-47.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,,-43.0,-45.0,-48.0,-57.0,-55.0,-53.0,1
,,-45.0,-45.0,-48.0,-62.0,-55.0,-53.0,1
-42.0,-48.0,-44.0,-44.0,-47.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-47.0,-48.0,-61.0,-56.0,-53.0,1
,,-43.0,-47.0,-48.0,-61.0,-55.0,-53.0,1
,-47.0,-44.0,,-48.0,-62.0,-56.0,-52.0,1
-42.0,-47.0,-43.0,-44.0,-48.0,-61.0,-55.0,-52.0,1
-42.0,-47.0,-42.0,,-48.0,-61.0,-56.0,-52.0,1
-42.0,-47.0,-44.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-41.0,,-43.0,-45.0,-47.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-43.0,-48.0,-61.0,-55.0,-52.0,1
-43.0,-48.0,-44.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-44.0,-44.0,-48.0,-61.0,-55.0,-52.0,1
-42.0,,-43.0,-43.0,-47.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-44.0,-45.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-45.0,-43.0,-48.0,-61.0,-55.0,-52.0,1
-43.0,-48.0,-44.0,-43.0,-48.0,-60.0,-55.0,-52.0,1
-41.0,-49.0,-43.0,-45.0,-49.0,-61.0,-57.0,-53.0,1
-41.0,-47.0,-43.0,-45.0,-49.0,-59.0,-56.0,-52.0,1
-41.0,,-43.0,-45.0,-49.0,-60.0,-56.0,-52.0,1
-42.0,-48.0,-42.0,-45.0,-49.0,-62.0,-55.0,-53.0,1
-41.0,-48.0,-43.0,,-48.0,-61.0,-56.0,-54.0,1
-40.0,-48.0,-44.0,-44.0,-47.0,-61.0,-56.0,-54.0,1
-42.0,-48.0,-43.0,-47.0,-49.0,-60.0,-56.0,-54.0,1
-41.0,-48.0,-41.0,-42.0,-48.0,-61.0,-56.0,-53.0,1
-41.0,-49.0,-42.0,-42.0,-48.0,-59.0,-56.0,-53.0,1
-42.0,-48.0,-42.0,,-49.0,-58.0,-56.0,-52.0,1
-42.0,-47.0,-42.0,-43.0,-48.0,-61.0,-56.0,-52.0,1
-41.0,-48.0,-46.0,-41.0,-49.0,-61.0,-56.0,-52.0,1
,-48.0,-43.0,,-48.0,-61.0,-56.0,-53.0,1
-42.0,-51.0,-42.0,-45.0,-47.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-42.0,-44.0,-47.0,-60.0,-56.0,-53.0,1
-42.0,-48.0,-43.0,-45.0,-48.0,-62.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,-42.0,-48.0,-63.0,-54.0,-52.0,1
-42.0,-48.0,-44.0,-45.0,-48.0,-61.0,-56.0,-52.0,1
-42.0,-49.0,-42.0,-42.0,-47.0,-61.0,-55.0,-52.0,1
-42.0,-48.0,-42.0,-43.0,-48.0,-62.0,-55.0,-52.0,1
-43.0,-48.0,-42.0,,-48.0,-62.0,-55.0,-53.0,1
-42.0,-48.0,-44.0,-42.0,-48.0,-62.0,-55.0,-52.0,1
-42.0,-51.0,-45.0,-43.0,-48.0,-60.0,-55.0,-53.0,1
-42.0,-51.0,-43.0,-43.0,-48.0,-61.0,-55.0,-52.0,1
-42.0,-48.0,-43.0,-44.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-45.0,-45.0,-48.0,-61.0,-55.0,-52.0,1
-42.0,-48.0,-45.0,-44.0,-48.0,-60.0,-55.0,-53.0,1
-48.0,-47.0,-43.0,-42.0,-48.0,-60.0,-55.0,-52.0,1
-43.0,,-43.0,,-49.0,-61.0,-55.0,-53.0,1
-41.0,-49.0,-45.0,-42.0,-48.0,-61.0,-56.0,-53.0,1
-40.0,-48.0,-43.0,-45.0,-47.0,-61.0,-56.0,-53.0,1
-42.0,-48.0,-44.0,,-49.0,-61.0,-55.0,-52.0,1
-41.0,-48.0,-42.0,-42.0,-49.0,-57.0,-55.0,-52.0,1
-42.0,,-44.0,-44.0,-48.0,-62.0,-57.0,-53.0,1
-42.0,-47.0,-46.0,-44.0,-49.0,-61.0,-57.0,-52.0,1
-41.0,-45.0,-43.0,-44.0,-48.0,-61.0,-56.0,-53.0,1
-42.0,-48.0,-44.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-42.0,-43.0,-48.0,-61.0,-56.0,-52.0,1
-43.0,-48.0,-44.0,-46.0,-48.0,-61.0,-55.0,-53.0,1
-43.0,,-43.0,-44.0,-48.0,-60.0,-55.0,-53.0,1
-41.0,,-43.0,-43.0,-48.0,-61.0,-54.0,-53.0,1
-42.0,-46.0,-44.0,-43.0,-48.0,-62.0,-55.0,-53.0,1
-42.0,-50.0,-42.0,-43.0,-48.0,-60.0,-55.0,-53.0,1
,-48.0,-43.0,-45.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-43.0,-44.0,-48.0,-62.0,-56.0,-53.0,1
-42.0,-51.0,-43.0,-43.0,-47.0,-59.0,-55.0,-53.0,1
-41.0,-48.0,-43.0,-43.0,-48.0,-61.0,-56.0,-53.0,1
,-47.0,-42.0,-43.0,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-43.0,,-48.0,-61.0,-55.0,-53.0,1
-42.0,-48.0,-42.0,-46.0,-47.0,-60.0,-56.0,-53.0,1
-42.0,-48.0,-43.0,-44.0,-48.0,-61.0,-56.0,-53.0,1
-43.0,-47.0,-44.0,-43.0,-48.0,-61.0,-56.0,-53.0,1
-41.0,-48.0,-44.0,-48.0,-50.0,-58.0,-56.0,-52.0,1
-42.0,-48.0,-43.0,-43.0,-49.0,-61.0,-56.0,-53.0,1
-42.0,-48.0,-42.0,-50.0,-49.0,-61.0,-56.0,-52.0,1
-41.0,-48.0,-43.0,-43.0,-49.0,-59.0,-58.0,-53.0,1
-41.0,-47.0,-44.0,-44.0,-48.0,-61.0,-57.0,-52.0,1
-42.0,-49.0,-42.0,-47.0,-48.0,-61.0,-57.0,-53.0,1
-42.0,-48.0,-44.0,-42.0,-50.0,-62.0,-56.0,-53.0,1
-41.0,-47.0,-44.0,-46.0,-50.0,-62.0,-55.0,-52.0,1
,-48.0,-42.0,-42.0,-48.0,-61.0,-55.0,-53.0,1
-41.0,-47.0,-42.0,-42.0,-49.0,-61.0,-55.0,-53.0,1
,,-43.0,-42.0,-49.0,-61.0,-56.0,-54.0,1
-41.0,-47.0,-43.0,,-49.0,-62.0,-56.0,-52.0,1
-41.0,,-43.0,,-49.0,-61.0,-55.0,-53.0,1
-41.0,-47.0,-44.0,-45.0,-49.0,-61.0,-56.0,-52.0,1
-41.0,-48.0,-42.0,-43.0,-49.0,-61.0,-55.0,-53.0,1
-42.0,-49.0,-43.0,,-49.0,-61.0,-56.0,-53.0,1
,-59.0,-45.0,-45.0,-47.0,-61.0,-48.0,-57.0,2
-41.0,-58.0,-45.0,-44.0,-47.0,-57.0,-49.0,-56.0,2
-42.0,-55.0,-44.0,-56.0,-47.0,-56.0,-47.0,-56.0,2
-42.0,-59.0,,,-47.0,-56.0,-47.0,-56.0,2
-42.0,,,,-47.0,-56.0,-47.0,-56.0,2
-43.0,-56.0,-58.0,-56.0,-48.0,-57.0,-47.0,-56.0,2
,-61.0,-44.0,-45.0,-48.0,-56.0,-47.0,-57.0,2
,-59.0,-43.0,-44.0,-48.0,-57.0,-47.0,-56.0,2
,,-44.0,,-47.0,-56.0,-48.0,-56.0,2
-45.0,-58.0,,-44.0,-48.0,-57.0,-47.0,-57.0,2
,-59.0,-46.0,,-48.0,-58.0,-48.0,-59.0,2
-40.0,-53.0,-44.0,-55.0,-47.0,-56.0,-48.0,-57.0,2
-44.0,-55.0,-44.0,-54.0,-48.0,-56.0,-48.0,-59.0,2
-41.0,,-52.0,-52.0,-48.0,-55.0,-48.0,-58.0,2
-42.0,-58.0,,,-48.0,-56.0,-48.0,-56.0,2
,-57.0,-44.0,-45.0,-48.0,-57.0,-48.0,-56.0,2
-43.0,,,-45.0,-47.0,-56.0,-49.0,-57.0,2
-42.0,-58.0,-45.0,-46.0,-47.0,-57.0,-49.0,-56.0,2
-42.0,-56.0,-44.0,,-47.0,-56.0,-47.0,-56.0,2
-42.0,-57.0,-43.0,-44.0,-48.0,-61.0,-47.0,-56.0,2
-40.0,,,,-47.0,-57.0,-47.0,-56.0,2
-42.0,,-44.0,,-47.0,-58.0,-48.0,-56.0,2
-42.0,-64.0,-44.0,,-48.0,-56.0,-48.0,-56.0,2
,-60.0,-45.0,,-48.0,-55.0,-48.0,-57.0,2
-42.0,-61.0,,,-47.0,-55.0,-48.0,-56.0,2
-40.0,-59.0,-43.0,-44.0,-48.0,-55.0,-48.0,-56.0,2
-41.0,-57.0,-42.0,,-48.0,-54.0,-48.0,-56.0,2
-42.0,,-44.0,,-48.0,-56.0,-48.0,-56.0,2
,-56.0,-44.0,,-48.0,-56.0,-48.0,-56.0,2
-41.0,-57.0,,,-48.0,-55.0,-48.0,-56.0,2
-42.0,-55.0,-57.0,-44.0,-47.0,-55.0,-47.0,-56.0,2
-43.0,-57.0,-42.0,-44.0,-48.0,-57.0,-47.0,-56.0,2
-42.0,-58.0,-43.0,,-47.0,-55.0,-47.0,-57.0,2
-41.0,,-43.0,-44.0,-47.0,-56.0,-47.0,-56.0,2
-43.0,-56.0,-43.0,-44.0,-48.0,-56.0,-47.0,-56.0,2
,,-42.0,-44.0,-48.0,-56.0,-47.0,-56.0,2
-42.0,-56.0,,-45.0,-47.0,-56.0,-47.0,-56.0,2
-42.0,-56.0,-44.0,-44.0,-48.0,-56.0,-47.0,-56.0,2
-42.0,,-44.0,-44.0,-48.0,-57.0,-47.0,-56.0,2
-42.0,-62.0,-44.0,,-47.0,-56.0,-47.0,-56.0,2
-42.0,-57.0,-44.0,-44.0,-47.0,-56.0,-47.0,-56.0,2
,,-44.0,-44.0,-48.0,-56.0,-47.0,-57.0,2
-44.0,-55.0,-43.0,-43.0,-47.0,-56.0,-47.0,-56.0,2
-43.0,-61.0,-44.0,-44.0,-48.0,-55.0,-47.0,-56.0,2
-42.0,,,,-48.0,-55.0,-47.0,-56.0,2
-42.0,-56.0,-43.0,-43.0,-47.0,-56.0,-47.0,-56.0,2
-40.0,-56.0,-44.0,,-48.0,-56.0,-47.0,-56.0,2
-42.0,-56.0,-42.0,-44.0,-47.0,-55.0,-47.0,-56.0,2
-43.0,-56.0,-43.0,-57.0,-47.0,-56.0,-47.0,-56.0,2
-41.0,,,,-48.0,-55.0,-47.0,-56.0,2
-41.0,-55.0,-44.0,,-48.0,-55.0,-47.0,-56.0,2
-42.0,-55.0,-56.0,,-48.0,-56.0,-47.0,-56.0,2
-42.0,-56.0,-44.0,-45.0,-47.0,-56.0,-47.0,-56.0,2
-42.0,-56.0,-42.0,,-48.0,-56.0,-47.0,-56.0,2
-41.0,-55.0,-44.0,-44.0,-47.0,-56.0,-47.0,-56.0,2
-41.0,-54.0,-42.0,,-48.0,-56.0,-47.0,-56.0,2
-42.0,-57.0,-44.0,-43.0,-47.0,-56.0,-47.0,-56.0,2
-42.0,-56.0,-44.0,-57.0,-47.0,-56.0,-47.0,-56.0,2
-42.0,,,,-47.0,-56.0,-47.0,-56.0,2
-42.0,-56.0,-43.0,-44.0,-48.0,-57.0,-47.0,-57.0,2
-38.0,-56.0,-57.0,-43.0,-48.0,-55.0,-47.0,-56.0,2
-42.0,-56.0,-44.0,-44.0,-48.0,-56.0,-47.0,-56.0,2
-42.0,-55.0,-44.0,-43.0,-47.0,-56.0,-47.0,-56.0,2
,-55.0,-43.0,,-47.0,-56.0,-47.0,-56.0,2
-42.0,-57.0,-44.0,-45.0,-48.0,,-47.0,-56.0,2
-42.0,,-44.0,-44.0,-48.0,-55.0,-47.0,-57.0,2
-42.0,,,,-48.0,-56.0,-46.0,-56.0,2
-40.0,-58.0,-44.0,,-47.0,-55.0,-46.0,-56.0,2
,-62.0,,-57.0,-48.0,-55.0,-46.0,-57.0,2
-43.0,,-43.0,,-48.0,-56.0,-46.0,-57.0,2
-41.0,,,,-47.0,-56.0,-46.0,-56.0,2
-43.0,,,,-48.0,-56.0,-46.0,-56.0,2
-42.0,,,,-47.0,-56.0,-46.0,-56.0,2
-40.0,,,,-48.0,-55.0,-46.0,-56.0,2
,-57.0,-44.0,,-48.0,-56.0,-48.0,-56.0,2
,,-44.0,,-48.0,-56.0,-48.0,-56.0,2
-41.0,,,,-47.0,-56.0,-48.0,-56.0,2
-41.0,,,,-54.0,-56.0,-48.0,,2
-40.0,,-44.0,-44.0,-47.0,-56.0,-48.0,-56.0,2
-45.0,,,,-48.0,-56.0,-48.0,-56.0,2
-42.0,-57.0,-44.0,-44.0,-48.0,-56.0,-48.0,-57.0,2
-42.0,,-43.0,,-47.0,-56.0,-48.0,-56.0,2
-46.0,-58.0,-44.0,-44.0,-47.0,-55.0,-47.0,-56.0,2
-39.0,-58.0,-43.0,-44.0,-48.0,-56.0,-47.0,-56.0,2
,-57.0,-44.0,-44.0,-48.0,-56.0,-47.0,-56.0,2
,-56.0,,,-48.0,-55.0,-47.0,-56.0,2
-43.0,-58.0,-44.0,-44.0,-48.0,-56.0,-47.0,-56.0,2
,-60.0,,-45.0,-48.0,-56.0,-47.0,-56.0,2
-41.0,,,,-48.0,-56.0,-47.0,-56.0,2
-39.0,,-44.0,,-47.0,-55.0,-48.0,-56.0,2
,,-45.0,,-48.0,-55.0,-48.0,-56.0,2
-42.0,-58.0,,,-48.0,-56.0,-48.0,-56.0,2
-42.0,-55.0,-44.0,,-48.0,-56.0,-47.0,-56.0,2
-42.0,,,,-48.0,-56.0,-47.0,-56.0,2
,,,,-48.0,-55.0,-47.0,-56.0,2
-41.0,-58.0,,,-48.0,-55.0,-47.0,-56.0,2
,-60.0,,,-48.0,-56.0,-47.0,-56.0,2
-42.0,,,,-48.0,-55.0,-47.0,-56.0,2
-42.0,-57.0,,-43.0,-47.0,-55.0,-47.0,-56.0,2
-43.0,,-43.0,-58.0,-48.0,-56.0,-47.0,-56.0,2
-41.0,-57.0,,,-47.0,-57.0,-47.0,-56.0,2
-42.0,,,,-47.0,-56.0,-47.0,-56.0,2
-42.0,,-43.0,-42.0,-48.0,-56.0,-47.0,-56.0,2
-40.0,-57.0,-44.0,-44.0,-47.0,-57.0,-47.0,-56.0,2
,-58.0,-43.0,-44.0,-48.0,-56.0,-47.0,-56.0,2
-43.0,-58.0,,-44.0,-48.0,-56.0,-47.0,-56.0,2
-42.0,-57.0,-43.0,-44.0,-47.0,-56.0,-47.0,-56.0,2
-42.0,,-43.0,,-47.0,-57.0,-47.0,-56.0,2
-43.0,,,,-48.0,-56.0,-47.0,-56.0,2
-43.0,-57.0,,,-48.0,-56.0,-47.0,-56.0,2
-42.0,-58.0,-44.0,-44.0,-47.0,-55.0,-47.0,-56.0,2
-40.0,-58.0,-44.0,,-48.0,-55.0,-47.0,-56.0,2
-42.0,-59.0,-42.0,-45.0,-47.0,-56.0,-47.0,-56.0,2
,,,-44.0,-48.0,-55.0,-47.0,-56.0,2
,-56.0,,-45.0,-48.0,-55.0,-47.0,-56.0,2
-42.0,,,,-47.0,-56.0,-47.0,-56.0,2
-43.0,,-44.0,,-47.0,-56.0,-47.0,-57.0,2
-45.0,-57.0,-44.0,-44.0,-48.0,-55.0,-47.0,-56.0,2
-43.0,-58.0,-44.0,,-47.0,-56.0,-47.0,-56.0,2
-42.0,,,,-48.0,-57.0,-47.0,-56.0,2
-43.0,,-44.0,-45.0,-48.0,-56.0,-47.0,-56.0,2
-42.0,-56.0,-44.0,,-48.0,-56.0,-47.0,-56.0,2
-41.0,-59.0,-44.0,-44.0,-47.0,-56.0,-47.0,-56.0,2
-41.0,,,,-47.0,-56.0,-47.0,-56.0,2
-42.0,,-45.0,,-47.0,-56.0,-47.0,-56.0,2
-40.0,,,,-48.0,-56.0,-47.0,-56.0,2
-47.0,-58.0,-44.0,-43.0,-47.0,-55.0,-47.0,-56.0,2
,-58.0,-45.0,,-47.0,-56.0,-48.0,-56.0,2
-41.0,-57.0,-42.0,-43.0,-48.0,-57.0,-48.0,-56.0,2
-42.0,,-44.0,,-47.0,-55.0,-48.0,-56.0,2
,,,,-47.0,-55.0,-48.0,-56.0,2
-42.0,-57.0,,-43.0,-48.0,-55.0,-48.0,-56.0,2
-41.0,-57.0,-44.0,,-48.0,-55.0,-47.0,-56.0,2
-42.0,-58.0,-43.0,-43.0,-48.0,-55.0,-47.0,-56.0,2
,-57.0,-44.0,,-47.0,-55.0,-47.0,-56.0,2
-40.0,-58.0,-44.0,-44.0,-48.0,-55.0,-47.0,-56.0,2
-42.0,-57.0,,,-48.0,-55.0,-47.0,-56.0,2
-41.0,,,,-48.0,-55.0,-47.0,-56.0,2
,-59.0,,,-47.0,-56.0,-47.0,-56.0,2
-43.0,,-44.0,,-47.0,-56.0,-47.0,-56.0,2
-43.0,-59.0,-43.0,,-47.0,-55.0,-47.0,-56.0,2
-42.0,-59.0,-43.0,,-48.0,-56.0,-47.0,-56.0,2
-41.0,,,,-47.0,-56.0,-47.0,-56.0,2
-42.0,-57.0,-43.0,-44.0,-48.0,-55.0,-47.0,-56.0,2
,-57.0,-44.0,-45.0,-48.0,-55.0,-47.0,-56.0,2
-42.0,-57.0,-44.0,-44.0,-48.0,-55.0,-47.0,-56.0,2
-40.0,-57.0,-43.0,-44.0,-48.0,-55.0,-47.0,-56.0,2
-41.0,-60.0,,-43.0,-47.0,-55.0,-47.0,-56.0,2
-39.0,,,,-47.0,-56.0,-47.0,-56.0,2
-41.0,-58.0,-45.0,,-47.0,-56.0,-47.0,-56.0,2
,-58.0,-42.0,,-47.0,-56.0,-47.0,-56.0,2
-42.0,-57.0,-43.0,-57.0,-48.0,-56.0,-47.0,-56.0,2
,-58.0,-44.0,,-47.0,-56.0,-47.0,-56.0,2
-42.0,-59.0,-43.0,,-47.0,-56.0,-47.0,-56.0,2
-42.0,,,,-48.0,-56.0,-47.0,-56.0,2
